x	y	z	annotation	gray
5.86450152755082	21.83678223051664	14	trachea	[155 255   0]
6.16138882025507	22.791694758149795	14	epidermis	[255 177   0]
6.45827611295932	23.74660728578295	14	epidermis	[255 177   0]
6.75516340566357	24.701519813416105	14	carcass	[244 255   0]
7.05205069836782	25.65643234104926	14	epidermis	[255 177   0]
7.348937991072072	26.611344868682416	14	epidermis	[255 177   0]
7.645825283776322	27.56625739631557	14	trachea	[155 255   0]
7.94271257648057	28.521169923948726	14	carcass	[244 255   0]
8.239599869184822	29.47608245158188	14	trachea	[155 255   0]
8.536487161889072	30.430994979215036	14	CNS	[255  88   0]
8.833374454593324	31.38590750684819	14	CNS	[255  88   0]
9.130261747297572	32.34082003448135	14	epidermis	[255 177   0]
9.427149040001824	33.2957325621145	14	epidermis	[255 177   0]
2.36610466462022	7.216207023315068	14	epidermis	[255 177   0]
2.662991957324472	8.171119550948223	14	epidermis	[255 177   0]
2.959879250028724	9.126032078581378	14	epidermis	[255 177   0]
3.256766542732972	10.080944606214532	14	epidermis	[255 177   0]
3.553653835437224	11.035857133847685	14	epidermis	[255 177   0]
3.8505411281414723	11.990769661480842	14	muscle	[ 67 255   0]
4.147428420845724	12.945682189113997	14	epidermis	[255 177   0]
4.444315713549976	13.900594716747154	14	epidermis	[255 177   0]
4.741203006254224	14.855507244380307	14	epidermis	[255 177   0]
5.038090298958476	15.81041977201346	14	epidermis	[255 177   0]
5.334977591662723	16.765332299646616	14	epidermis	[255 177   0]
5.631864884366971	17.72024482727977	14	epidermis	[255 177   0]
5.928752177071223	18.675157354912926	14	muscle	[ 67 255   0]
6.225639469775475	19.63006988254608	14	epidermis	[255 177   0]
6.522526762479723	20.584982410179236	14	muscle	[ 67 255   0]
6.819414055183975	21.53989493781239	14	trachea	[155 255   0]
7.116301347888223	22.494807465445547	14	epidermis	[255 177   0]
7.413188640592475	23.449719993078702	14	epidermis	[255 177   0]
7.710075933296723	24.404632520711857	14	epidermis	[255 177   0]
8.006963226000975	25.35954504834501	14	epidermis	[255 177   0]
8.303850518705227	26.314457575978164	14	epidermis	[255 177   0]
8.600737811409475	27.26937010361132	14	epidermis	[255 177   0]
8.897625104113725	28.224282631244474	14	trachea	[155 255   0]
9.194512396817977	29.17919515887763	14	carcass	[244 255   0]
9.491399689522227	30.134107686510784	14	epidermis	[255 177   0]
9.788286982226477	31.08902021414394	14	epidermis	[255 177   0]
10.085174274930727	32.04393274177709	14	carcass	[244 255   0]
10.382061567634977	32.998845269410246	14	epidermis	[255 177   0]
10.678948860339228	33.9537577970434	14	trachea	[155 255   0]
10.975836153043478	34.90867032467656	14	trachea	[155 255   0]
3.024129899549127	5.9644072029776645	14	carcass	[244 255   0]
3.3210171922533753	6.91931973061082	14	epidermis	[255 177   0]
3.617904484957627	7.874232258243975	14	epidermis	[255 177   0]
3.9147917776618755	8.829144785877126	14	epidermis	[255 177   0]
4.2116790703661255	9.784057313510282	14	epidermis	[255 177   0]
4.508566363070377	10.738969841143437	14	trachea	[155 255   0]
4.8054536557746275	11.693882368776594	14	epidermis	[255 177   0]
5.1023409484788775	12.648794896409747	14	epidermis	[255 177   0]
5.399228241183128	13.603707424042902	14	epidermis	[255 177   0]
5.696115533887376	14.558619951676057	14	epidermis	[255 177   0]
